index,time,trend,event,reason,candle_count,open,high,low,close,swing_high,swing_low,poi_type,poi_high,poi_low,poi_activation_time,candidate_low,candidate_high,protected_low,protected_high,bullish_count,bearish_count,depth_ratio,depth_valid
0,2022-01-25 04:00:00,BEARISH,start,,,,,,,,,,,,,,,,,,,,
45,2022-01-25 04:00:00,BEARISH,pullback_check_bearish,,,1.12976,1.13003,1.12664,1.12677,,,,,,,1.12664,,,1.14827,0.0,,0.15672676837725533,False
46,2022-01-25 08:00:00,BEARISH,pullback_check_bearish,,,1.12678,1.12869,1.12631,1.12842,,,,,,,1.12631,,,1.14827,0.0,,0.10837887067395496,False
47,2022-01-25 12:00:00,BEARISH,pullback_check_bearish,,,1.12842,1.13069,1.1282,1.13042,,,,,,,1.12631,,,1.14827,1.0,,0.1994535519125708,False
48,2022-01-25 16:00:00,BEARISH,pullback_check_bearish,,,1.13043,1.13058,1.12942,1.13031,,,,,,,1.12631,,,1.14827,1.0,,0.19444444444444445,False
49,2022-01-25 20:00:00,BEARISH,pullback_check_bearish,,,1.13033,1.13107,1.13006,1.13016,,,,,,,1.12631,,,1.14827,1.0,,0.21675774134790993,False
50,2022-01-26 00:00:00,BEARISH,pullback_check_bearish,,,1.13016,1.13052,1.12842,1.1288,,,,,,,1.12631,,,1.14827,1.0,,0.1917122040072883,False
51,2022-01-26 04:00:00,BEARISH,pullback_check_bearish,,,1.12879,1.12914,1.12751,1.12762,,,,,,,1.12631,,,1.14827,1.0,,0.12887067395264631,False
52,2022-01-26 08:00:00,BEARISH,pullback_check_bearish,,,1.12765,1.12963,1.12715,1.12789,,,,,,,1.12631,,,1.14827,2.0,,0.15118397085610166,False
53,2022-01-26 12:00:00,BEARISH,pullback_check_bearish,,,1.12788,1.13006,1.12354,1.12401,,,,,,,1.12354,,,1.14827,0.0,,0.2636473918317874,False
54,2022-01-26 16:00:00,BEARISH,pullback_check_bearish,,,1.12403,1.1244,1.1232,1.12338,,,,,,,1.1232,,,1.14827,0.0,,0.047865975269249836,False
55,2022-01-26 20:00:00,BEARISH,pullback_check_bearish,,,1.12339,1.12344,1.12185,1.12222,,,,,,,1.12185,,,1.14827,0.0,,0.060181680545041145,False
56,2022-01-27 00:00:00,BEARISH,pullback_check_bearish,,,1.12221,1.12221,1.11931,1.1201,,,,,,,1.11931,,,1.14827,0.0,,0.10013812154695839,False
57,2022-01-27 04:00:00,BEARISH,pullback_check_bearish,,,1.12013,1.12037,1.11521,1.11573,,,,,,,1.11521,,,1.14827,0.0,,0.15607985480943962,False
58,2022-01-27 08:00:00,BEARISH,pullback_check_bearish,,,1.11572,1.11621,1.11312,1.11423,,,,,,,1.11312,,,1.14827,0.0,,0.08790896159316738,False
59,2022-01-27 12:00:00,BEARISH,pullback_check_bearish,,,1.11425,1.11514,1.11357,1.11426,,,,,,,1.11312,,,1.14827,1.0,,0.05746799431009737,False
60,2022-01-27 16:00:00,BEARISH,pullback_check_bearish,,,1.11426,1.11473,1.11379,1.11468,,,,,,,1.11312,,,1.14827,2.0,,0.0458036984352745,False
61,2022-01-27 20:00:00,BEARISH,pullback_check_bearish,,,1.11465,1.11558,1.1143,1.1152,,,,,,,1.11312,,,1.14827,3.0,,0.0699857752489309,False
62,2022-01-28 00:00:00,BEARISH,pullback_check_bearish,,,1.11519,1.11549,1.11213,1.1136,,,,,,,1.11213,,,1.14827,0.0,,0.09297177642501507,False
63,2022-01-28 04:00:00,BEARISH,pullback_check_bearish,,,1.11361,1.11437,1.11253,1.11268,,,,,,,1.11213,,,1.14827,0.0,,0.06198118428334338,False
64,2022-01-28 08:00:00,BEARISH,pullback_check_bearish,,,1.11268,1.11735,1.11268,1.11605,,,,,,,1.11213,,,1.14827,1.0,,0.14443829551743292,False
65,2022-01-28 12:00:00,BEARISH,pullback_check_bearish,,,1.11605,1.11633,1.1141,1.11502,,,,,,,1.11213,,,1.14827,1.0,,0.1162147205312673,False
66,2022-01-28 16:00:00,BEARISH,pullback_check_bearish,,,1.11502,1.11513,1.11449,1.1145,,,,,,,1.11213,,,1.14827,1.0,,0.0830105146651883,False
67,2022-01-30 16:00:00,BEARISH,pullback_check_bearish,,,1.11422,1.11542,1.1138,1.1145,,,,,,,1.11213,,,1.14827,2.0,,0.09103486441616021,False
68,2022-01-30 20:00:00,BEARISH,pullback_check_bearish,,,1.11452,1.11636,1.11445,1.11616,,,,,,,1.11213,,,1.14827,3.0,,0.1170448256779185,False
69,2022-01-31 00:00:00,BEARISH,pullback_check_bearish,,,1.11615,1.11823,1.11605,1.11705,,,,,,,1.11213,,,1.14827,4.0,,0.1687880464858888,False
70,2022-01-31 04:00:00,BEARISH,pullback_check_bearish,,,1.11706,1.11819,1.11462,1.11563,,,,,,,1.11213,,,1.14827,4.0,,0.16768123962368514,False
71,2022-01-31 08:00:00,BEARISH,pullback_check_bearish,,,1.11562,1.12178,1.11525,1.12101,,,,,,,1.11213,,,1.14827,5.0,,0.26701715550636357,False
72,2022-01-31 12:00:00,BEARISH,pullback_check_bearish,,,1.12101,1.12478,1.12093,1.1235,,,,,,,1.11213,,,1.14827,6.0,,0.35002767017155184,False
73,2022-01-31 16:00:00,BEARISH,pullback_check_bearish,,,1.12349,1.12353,1.12209,1.12238,,,,,,,1.11213,,,1.14827,6.0,,0.3154399557277229,False
74,2022-01-31 20:00:00,BEARISH,pullback_check_bearish,,,1.12238,1.12447,1.12214,1.1243,,,,,,,1.11213,,,1.14827,7.0,,0.34144991698948735,False
75,2022-02-01 00:00:00,BEARISH,pullback_check_bearish,,,1.1243,1.12694,1.12342,1.12572,,,,,,,1.11213,,,1.14827,8.0,,0.40979524073049406,False
76,2022-02-01 04:00:00,BEARISH,pullback_check_bearish,,,1.12572,1.12786,1.12536,1.12612,,,,,,,1.11213,,,1.14827,9.0,,0.43525179856115365,False
77,2022-02-01 08:00:00,BEARISH,pullback_check_bearish,,,1.12615,1.12743,1.12342,1.1239,,,,,,,1.11213,,,1.14827,9.0,,0.42335362479247196,False
78,2022-02-01 12:00:00,BEARISH,pullback_check_bearish,,,1.12391,1.12705,1.12359,1.12686,,,,,,,1.11213,,,1.14827,10.0,,0.4128389596015526,False
78,2022-02-01 12:00:00,BEARISH,pullback_confirmed,confirmed_by_candle_count (10),10.0,1.12391,1.12705,1.12359,1.12686,1.14827,1.11213,,,,,,,,,,,,
1,2022-01-21 16:00:00,BEARISH,poi_detected,"displacement candle confirmed, base candle not broken",,,,,,,,OB,1.13453,1.13325,,,,,,,,,
120,2022-02-10 08:00:00,BEARISH,choch_4h,price closed above previous swing high → structure invalidated,,1.14719,1.14896,1.14708,1.14835,1.14827,,,,,,,,,,,,,
0,2022-02-10 11:10:00,BULLISH,start,,,,,,,,,,,,,,,,,,,,
59,2022-02-10 12:00:00,BULLISH,pullback_check_bullish,,,1.14887,1.14887,1.14311,1.14311,,,,,,,,1.14887,1.11213,,,0.0,0.1567773543821445,False
60,2022-02-10 16:00:00,BULLISH,pullback_check_bullish,,,1.14311,1.14332,1.13858,1.13996,,,,,,,,1.14887,1.11213,,,1.0,0.2800762112139394,False
61,2022-02-10 20:00:00,BULLISH,pullback_check_bullish,,,1.13997,1.14068,1.13749,1.13808,,,,,,,,1.14887,1.11213,,,2.0,0.309744148067506,False
62,2022-02-11 00:00:00,BULLISH,pullback_check_bullish,,,1.13809,1.13979,1.13699,1.13931,,,,,,,,1.14887,1.11213,,,2.0,0.32335329341317676,False
63,2022-02-11 04:00:00,BULLISH,pullback_check_bullish,,,1.1393,1.14147,1.13822,1.1406,,,,,,,,1.14887,1.11213,,,2.0,0.28987479586282117,False
64,2022-02-11 08:00:00,BULLISH,pullback_check_bullish,,,1.14059,1.1418,1.13801,1.14048,,,,,,,,1.14887,1.11213,,,3.0,0.29559063690800474,False
65,2022-02-11 12:00:00,BULLISH,pullback_check_bullish,,,1.14048,1.14076,1.13296,1.13414,,,,,,,,1.14887,1.11213,,,4.0,0.43304300489929487,False
66,2022-02-11 16:00:00,BULLISH,pullback_check_bullish,,,1.13413,1.13515,1.13398,1.13463,,,,,,,,1.14887,1.11213,,,4.0,0.4052803483941228,False
67,2022-02-13 16:00:00,BULLISH,pullback_check_bullish,,,1.13369,1.1369,1.13365,1.13623,,,,,,,,1.14887,1.11213,,,4.0,0.4142623843222649,False
68,2022-02-13 20:00:00,BULLISH,pullback_check_bullish,,,1.13622,1.1365,1.13405,1.1345,,,,,,,,1.14887,1.11213,,,5.0,0.4033750680457283,False
69,2022-02-14 00:00:00,BULLISH,pullback_check_bullish,,,1.1345,1.13522,1.13037,1.13092,,,,,,,,1.14887,1.11213,,,6.0,0.5035383777898738,False
70,2022-02-14 04:00:00,BULLISH,pullback_check_bullish,,,1.13092,1.13423,1.13008,1.1327,,,,,,,,1.14887,1.11213,,,6.0,0.511431682090367,False
71,2022-02-14 08:00:00,BULLISH,pullback_check_bullish,,,1.13271,1.13311,1.12915,1.13062,,,,,,,,1.14887,1.11213,,,7.0,0.5367446924333141,False
72,2022-02-14 12:00:00,BULLISH,pullback_check_bullish,,,1.13061,1.13142,1.12799,1.1294,,,,,,,,1.14887,1.11213,,,8.0,0.5683179096352753,False
73,2022-02-14 16:00:00,BULLISH,pullback_check_bullish,,,1.12939,1.13131,1.12939,1.13117,,,,,,,,1.14887,1.11213,,,8.0,0.530212302667397,False
74,2022-02-14 20:00:00,BULLISH,pullback_check_bullish,,,1.13115,1.13224,1.13084,1.1319,,,,,,,,1.14887,1.11213,,,8.0,0.49074578116494266,False
75,2022-02-15 00:00:00,BULLISH,pullback_check_bullish,,,1.13189,1.13488,1.13093,1.13459,,,,,,,,1.14887,1.11213,,,8.0,0.48829613500272373,False
76,2022-02-15 04:00:00,BULLISH,pullback_check_bullish,,,1.13459,1.13537,1.13359,1.13405,,,,,,,,1.14887,1.11213,,,9.0,0.4158954817637442,False
77,2022-02-15 08:00:00,BULLISH,pullback_check_bullish,,,1.13404,1.13681,1.13202,1.13624,,,,,,,,1.14887,1.11213,,,9.0,0.4586281981491572,False
78,2022-02-15 12:00:00,BULLISH,pullback_check_bullish,,,1.13623,1.13642,1.1346,1.13582,,,,,,,,1.14887,1.11213,,,10.0,0.3884050081654874,False
78,2022-02-15 12:00:00,BULLISH,pullback_confirmed,confirmed_by_candle_count (10),10.0,1.13623,1.13642,1.1346,1.13582,1.14887,1.11213,,,,,,,,,,,,
1,2022-02-02 20:00:00,BULLISH,poi_detected,"displacement candle confirmed, base candle not broken",,,,,,,,OB,1.13082,1.12672,,,,,,,,,
2,2022-01-28 16:00:00,BULLISH,poi_detected,"pullback candles met, not tapped yet",,,,,,,,LIQ,,1.11213,,,,,,,,,
120,2022-02-24 08:00:00,BULLISH,choch_4h,price closed below previous swing low → structure invalidated,,1.11238,1.11241,1.1108,1.11096,,1.11213,,,,,,,,,,,,
0,2022-02-24 10:55:00,BEARISH,start,,,,,,,,,,,,,,,,,,,,
62,2022-02-24 12:00:00,BEARISH,pullback_check_bearish,,,1.11501,1.12212,1.11408,1.11996,,,,,,,1.11408,,,1.14887,0.0,,0.23110089106065032,False
63,2022-02-24 16:00:00,BEARISH,pullback_check_bearish,,,1.11999,1.12094,1.11864,1.12014,,,,,,,1.11408,,,1.14887,1.0,,0.19718309859155128,False
64,2022-02-24 20:00:00,BEARISH,pullback_check_bearish,,,1.12018,1.12285,1.11895,1.12214,,,,,,,1.11408,,,1.14887,2.0,,0.25208393216441277,False
65,2022-02-25 00:00:00,BEARISH,pullback_check_bearish,,,1.12213,1.12256,1.11701,1.11775,,,,,,,1.11408,,,1.14887,2.0,,0.24374820350675536,False
66,2022-02-25 04:00:00,BEARISH,pullback_check_bearish,,,1.11774,1.12369,1.11659,1.12211,,,,,,,1.11408,,,1.14887,3.0,,0.27622880137970945,False
67,2022-02-25 08:00:00,BEARISH,pullback_check_bearish,,,1.12213,1.12669,1.12118,1.12591,,,,,,,1.11408,,,1.14887,4.0,,0.3624604771486052,False
68,2022-02-25 12:00:00,BEARISH,pullback_check_bearish,,,1.12591,1.12711,1.1235,1.12656,,,,,,,1.11408,,,1.14887,5.0,,0.37453291175625353,False
69,2022-02-25 16:00:00,BEARISH,pullback_check_bearish,,,1.12657,1.12739,1.12643,1.12719,,,,,,,1.11408,,,1.14887,6.0,,0.3825812014946794,False
70,2022-02-27 16:00:00,BEARISH,pullback_check_bearish,,,1.11237,1.11944,1.11225,1.11817,,,,,,,1.11225,,,1.14887,0.0,,0.196340797378482,False
71,2022-02-27 20:00:00,BEARISH,pullback_check_bearish,,,1.11818,1.11859,1.11421,1.11458,,,,,,,1.11225,,,1.14887,0.0,,0.17312943746586554,False
72,2022-02-28 00:00:00,BEARISH,pullback_check_bearish,,,1.11462,1.12,1.11445,1.11787,,,,,,,1.11225,,,1.14887,1.0,,0.21163298743856157,False
73,2022-02-28 04:00:00,BEARISH,pullback_check_bearish,,,1.11788,1.12321,1.11649,1.11928,,,,,,,1.11225,,,1.14887,2.0,,0.29929000546149787,False
74,2022-02-28 08:00:00,BEARISH,pullback_check_bearish,,,1.11929,1.12464,1.11791,1.12242,,,,,,,1.11225,,,1.14887,3.0,,0.33833970507919414,False
75,2022-02-28 12:00:00,BEARISH,pullback_check_bearish,,,1.12242,1.12283,1.11974,1.12103,,,,,,,1.11225,,,1.14887,3.0,,0.28891316220644475,False
76,2022-02-28 16:00:00,BEARISH,pullback_check_bearish,,,1.12102,1.12203,1.12052,1.12054,,,,,,,1.11225,,,1.14887,3.0,,0.267067176406338,False
77,2022-02-28 20:00:00,BEARISH,pullback_check_bearish,,,1.12056,1.12103,1.11906,1.11964,,,,,,,1.11225,,,1.14887,3.0,,0.23975969415619844,False
78,2022-03-01 00:00:00,BEARISH,pullback_check_bearish,,,1.11962,1.12329,1.11938,1.12266,,,,,,,1.11225,,,1.14887,4.0,,0.3014746040415049,False
79,2022-03-01 04:00:00,BEARISH,pullback_check_bearish,,,1.12267,1.12295,1.1156,1.116,,,,,,,1.11225,,,1.14887,4.0,,0.2921900600764583,False
80,2022-03-01 08:00:00,BEARISH,pullback_check_bearish,,,1.11601,1.117,1.10991,1.11031,,,,,,,1.10991,,,1.14887,0.0,,0.1819815195071874,False
81,2022-03-01 12:00:00,BEARISH,pullback_check_bearish,,,1.11031,1.11348,1.10896,1.11302,,,,,,,1.10896,,,1.14887,0.0,,0.1132548233525449,False
82,2022-03-01 16:00:00,BEARISH,pullback_check_bearish,,,1.11301,1.11379,1.11177,1.11264,,,,,,,1.10896,,,1.14887,0.0,,0.1210223001753971,False
83,2022-03-01 20:00:00,BEARISH,pullback_check_bearish,,,1.11264,1.11355,1.1111,1.1123,,,,,,,1.10896,,,1.14887,0.0,,0.1150087697318988,False
84,2022-03-02 00:00:00,BEARISH,pullback_check_bearish,,,1.11228,1.11229,1.10796,1.10856,,,,,,,1.10796,,,1.14887,0.0,,0.10584209239794537,False
85,2022-03-02 04:00:00,BEARISH,pullback_check_bearish,,,1.10855,1.11192,1.10588,1.1117,,,,,,,1.10588,,,1.14887,0.0,,0.14049779018376446,False
86,2022-03-02 08:00:00,BEARISH,pullback_check_bearish,,,1.11173,1.11437,1.10573,1.11023,,,,,,,1.10573,,,1.14887,0.0,,0.2002781641168287,False
87,2022-03-02 12:00:00,BEARISH,pullback_check_bearish,,,1.11022,1.11341,1.10786,1.11269,,,,,,,1.10573,,,1.14887,1.0,,0.17802503477051268,False
88,2022-03-02 16:00:00,BEARISH,pullback_check_bearish,,,1.11269,1.11289,1.11006,1.11021,,,,,,,1.10573,,,1.14887,1.0,,0.16597125637459065,False
89,2022-03-02 20:00:00,BEARISH,pullback_check_bearish,,,1.11022,1.11066,1.109,1.10977,,,,,,,1.10573,,,1.14887,1.0,,0.114279091330549,False
90,2022-03-03 00:00:00,BEARISH,pullback_check_bearish,,,1.10978,1.11062,1.10824,1.10911,,,,,,,1.10573,,,1.14887,1.0,,0.11335187760778498,False
91,2022-03-03 04:00:00,BEARISH,pullback_check_bearish,,,1.10911,1.10968,1.10717,1.10752,,,,,,,1.10573,,,1.14887,1.0,,0.09156235512285354,False
92,2022-03-03 08:00:00,BEARISH,pullback_check_bearish,,,1.10755,1.1095,1.10375,1.10543,,,,,,,1.10375,,,1.14887,0.0,,0.12743794326240948,False
93,2022-03-03 12:00:00,BEARISH,pullback_check_bearish,,,1.10544,1.10678,1.10334,1.10628,,,,,,,1.10334,,,1.14887,0.0,,0.07555457939820127,False
94,2022-03-03 16:00:00,BEARISH,pullback_check_bearish,,,1.10627,1.10677,1.101,1.10124,,,,,,,1.101,,,1.14887,0.0,,0.12053478170043959,False
95,2022-03-03 20:00:00,BEARISH,pullback_check_bearish,,,1.10122,1.10517,1.10112,1.10354,,,,,,,1.101,,,1.14887,1.0,,0.08711092542302068,False
96,2022-03-04 00:00:00,BEARISH,pullback_check_bearish,,,1.10354,1.10391,1.10083,1.1012,,,,,,,1.10083,,,1.14887,0.0,,0.06411323896752635,False
97,2022-03-04 04:00:00,BEARISH,pullback_check_bearish,,,1.10118,1.10242,1.09341,1.09372,,,,,,,1.09341,,,1.14887,0.0,,0.1624594302199775,False
98,2022-03-04 08:00:00,BEARISH,pullback_check_bearish,,,1.09373,1.09448,1.08856,1.09085,,,,,,,1.08856,,,1.14887,0.0,,0.09815950920245262,False
99,2022-03-04 12:00:00,BEARISH,pullback_check_bearish,,,1.09087,1.09368,1.0908,1.09342,,,,,,,1.08856,,,1.14887,1.0,,0.08489471066158193,False
100,2022-03-04 16:00:00,BEARISH,pullback_check_bearish,,,1.09344,1.09404,1.09254,1.09311,,,,,,,1.08856,,,1.14887,1.0,,0.090863870004973,False
101,2022-03-06 16:00:00,BEARISH,pullback_check_bearish,,,1.09199,1.09287,1.08623,1.08623,,,,,,,1.08623,,,1.14887,0.0,,0.10600255427841597,False
102,2022-03-06 20:00:00,BEARISH,pullback_check_bearish,,,1.08619,1.08863,1.08213,1.08795,,,,,,,1.08213,,,1.14887,0.0,,0.09739286784536931,False
103,2022-03-07 00:00:00,BEARISH,pullback_check_bearish,,,1.08791,1.08978,1.08538,1.08626,,,,,,,1.08213,,,1.14887,0.0,,0.11462391369493455,False
104,2022-03-07 04:00:00,BEARISH,pullback_check_bearish,,,1.08626,1.09253,1.08059,1.08872,,,,,,,1.08059,,,1.14887,0.0,,0.17486818980667898,False
105,2022-03-07 08:00:00,BEARISH,pullback_check_bearish,,,1.08878,1.09325,1.08483,1.086,,,,,,,1.08059,,,1.14887,0.0,,0.18541300527240911,False
106,2022-03-07 12:00:00,BEARISH,pullback_check_bearish,,,1.086,1.09003,1.08455,1.08703,,,,,,,1.08059,,,1.14887,1.0,,0.1382542472173418,False
107,2022-03-07 16:00:00,BEARISH,pullback_check_bearish,,,1.08702,1.08716,1.08489,1.08571,,,,,,,1.08059,,,1.14887,1.0,,0.09622144112477964,False
108,2022-03-07 20:00:00,BEARISH,pullback_check_bearish,,,1.08572,1.08847,1.08531,1.08699,,,,,,,1.08059,,,1.14887,2.0,,0.11540714704159484,False
109,2022-03-08 00:00:00,BEARISH,pullback_check_bearish,,,1.08698,1.09216,1.08511,1.08964,,,,,,,1.08059,,,1.14887,3.0,,0.16944932630345724,False
110,2022-03-08 04:00:00,BEARISH,pullback_check_bearish,,,1.08965,1.09212,1.08654,1.09054,,,,,,,1.08059,,,1.14887,4.0,,0.16886350322202726,False
111,2022-03-08 08:00:00,BEARISH,pullback_check_bearish,,,1.09054,1.09243,1.08719,1.08806,,,,,,,1.08059,,,1.14887,4.0,,0.17340363210310564,False
112,2022-03-08 12:00:00,BEARISH,pullback_check_bearish,,,1.08808,1.09582,1.08776,1.09064,,,,,,,1.08059,,,1.14887,5.0,,0.22305213825424797,False
113,2022-03-08 16:00:00,BEARISH,pullback_check_bearish,,,1.09066,1.09145,1.089,1.0914,,,,,,,1.08059,,,1.14887,6.0,,0.15905096660808543,False
114,2022-03-08 20:00:00,BEARISH,pullback_check_bearish,,,1.09142,1.09201,1.0905,1.09168,,,,,,,1.08059,,,1.14887,7.0,,0.1672524897480956,False
115,2022-03-09 00:00:00,BEARISH,pullback_check_bearish,,,1.09168,1.0956,1.09091,1.09494,,,,,,,1.08059,,,1.14887,8.0,,0.2198301113063846,False
116,2022-03-09 04:00:00,BEARISH,pullback_check_bearish,,,1.09497,1.09926,1.09398,1.09854,,,,,,,1.08059,,,1.14887,9.0,,0.27343292325717533,False
117,2022-03-09 08:00:00,BEARISH,pullback_check_bearish,,,1.09853,1.10916,1.09833,1.10703,,,,,,,1.08059,,,1.14887,10.0,,0.41842413591095395,False
117,2022-03-09 08:00:00,BEARISH,pullback_confirmed,confirmed_by_candle_count (10),10.0,1.09853,1.10916,1.09833,1.10703,1.14887,1.08059,,,,,,,,,,,,
1,2022-03-01 00:00:00,BEARISH,poi_detected,"displacement candle confirmed, base candle not broken",,,,,,,,OB,1.12329,1.11938,,,,,,,,,
276,2022-04-14 08:00:00,BEARISH,bos_4h,price closed below previous swing low → BOS triggered without prior POI,,1.08151,1.08153,1.07844,1.07851,,1.08059,,,,,,,,,,,,
0,2022-04-14 09:40:00,BEARISH,start,,,,,,,,,,,,,,,,,,,,
66,2022-04-14 12:00:00,BEARISH,pullback_check_bearish,,,1.07971,1.08347,1.07946,1.08243,,,,,,,1.07946,,,1.11848,0.0,,0.10276781137877664,False
67,2022-04-14 16:00:00,BEARISH,pullback_check_bearish,,,1.08244,1.08342,1.08137,1.08209,,,,,,,1.07946,,,1.11848,0.0,,0.10148641722193696,False
68,2022-04-14 20:00:00,BEARISH,pullback_check_bearish,,,1.08211,1.08216,1.07964,1.08043,,,,,,,1.07946,,,1.11848,0.0,,0.06919528446950118,False
69,2022-04-15 00:00:00,BEARISH,pullback_check_bearish,,,1.0804,1.08121,1.08018,1.08114,,,,,,,1.07946,,,1.11848,1.0,,0.04484879548949067,False
